partner_id,partner_name,phone,city,vehicle_type,rating,total_deliveries,join_date
341,Sai Shah,+919946629399,Pune,Scooter,3.8,100,2023-11-12
342,Rahul Kumar,+919468241289,Hyderabad,Scooter,3.0,2728,2025-04-17
343,Sneha Menon,+917234124219,Delhi,Bike,4.3,2522,2024-09-04
344,Manish Shah,+919033870092,Pune,Scooter,4.9,507,2023-12-01
345,Meera Kapoor,+918646998920,Jaipur,Bike,3.0,2948,2025-01-25
346,Ira Reddy,+919211462707,Kolkata,Scooter,3.9,248,2024-09-18
347,Riya Verma,+917522059481,Jaipur,Bike,3.1,2504,2025-05-03
348,Pooja Joshi,+918828378479,Delhi,Bike,4.6,2273,2024-02-29
349,Diya Rao,+918532810949,Bangalore,Bike,3.6,195,2025-01-31
350,Ayaan Shah,+917157248835,Hyderabad,Bike,3.4,2241,2023-09-05
351,Krishna Mishra,+917621242610,Chennai,Bike,3.5,1926,2025-05-06
352,Pallavi Nair,+919248667688,Hyderabad,Bike,3.7,206,2023-10-29
353,Harish Mishra,+919739392341,Kolkata,Bike,4.0,372,2024-05-11
354,Gaurav Mishra,+918297019898,Bangalore,Bike,4.9,1102,2025-06-08
355,Divya Mishra,+917340519100,Jaipur,Bike,3.2,834,2025-01-05
356,Ira Rao,+919643902302,Hyderabad,Bicycle,3.5,250,2024-06-18
357,Suresh Chopra,+917924316747,Kolkata,Bike,4.5,810,2024-03-10
358,Manish Agarwal,+917196461174,Chennai,Bicycle,4.4,1166,2023-06-06
359,Vikram Reddy,+917080397265,Kolkata,Scooter,3.5,1944,2025-02-03
360,Gaurav Mehta,+917417246206,Delhi,Bike,3.6,311,2025-02-16
361,Riya Mishra,+919616992957,Kolkata,Scooter,4.3,1396,2024-12-06
362,Rohit Chopra,+919395119111,Mumbai,Bike,3.7,1870,2023-11-03
363,Simran Srivastava,+919143079797,Delhi,Scooter,4.3,1097,2024-07-17
364,Aditya Agarwal,+919453771889,Ahmedabad,Scooter,4.1,1464,2023-08-25
365,Sara Mishra,+919274579252,Bangalore,Bike,3.6,2812,2024-09-21
366,Vivaan Kumar,+919683764859,Hyderabad,Scooter,4.1,1751,2023-06-24
367,Akash Rao,+919389889404,Pune,Bicycle,3.8,2251,2023-10-13
368,Rohit Das,+917530402737,Mumbai,Bike,5.0,2387,2024-03-23
369,Diya Srivastava,+917683404539,Kolkata,Bicycle,5.0,2303,2024-07-23
370,Neha Pandey,+917935240288,Bangalore,Scooter,3.6,1537,2025-03-07
371,Reyansh Agarwal,+919949971992,Ahmedabad,Scooter,3.6,2243,2024-11-27
372,Sneha Nair,+918735020620,Hyderabad,Bike,4.7,1890,2023-11-08
373,Diya Iyer,+918238702124,Mumbai,Scooter,4.5,2737,2023-11-24
374,Shruti Yadav,+917422294460,Bangalore,Scooter,4.9,1730,2023-12-11
375,Gaurav Sharma,+919658052055,Delhi,Scooter,4.0,379,2025-02-03
376,Suresh Mishra,+918755676391,Lucknow,Bike,3.5,2381,2025-03-02
377,Deepak Agarwal,+917390697885,Ahmedabad,Bike,4.2,2729,2024-07-03
378,Kavita Malhotra,+917829064294,Jaipur,Bike,3.7,1030,2023-11-27
379,Deepak Yadav,+917858071348,Delhi,Bike,4.8,897,2025-01-12
380,Simran Bhat,+918052468721,Pune,Bike,3.5,774,2024-09-15
381,Manish Mukherjee,+917477416957,Kolkata,Scooter,4.7,702,2024-02-06
382,Simran Mishra,+917299970281,Mumbai,Bike,4.4,2178,2024-09-24
383,Rohit Gupta,+918791386226,Ahmedabad,Bicycle,4.1,2981,2025-02-11
384,Divya Kapoor,+917101877159,Bangalore,Scooter,3.1,1681,2025-06-12
385,Tanya Verma,+918560676300,Bangalore,Bicycle,4.3,1852,2024-08-12
386,Ayaan Singh,+917626995385,Jaipur,Scooter,4.2,507,2025-06-09
387,Ananya Shah,+918773362162,Chennai,Bike,3.5,2026,2024-01-02
388,Ira Singh,+918417449520,Chennai,Bike,4.8,2063,2024-02-06
389,Akash Joshi,+918470781057,Delhi,Bike,4.6,2915,2024-02-20
390,Suresh Joshi,+919553049385,Mumbai,Bike,4.0,156,2024-01-13
391,Pooja Banerjee,+918557888730,Pune,Bike,4.4,2375,2025-03-11
392,Priya Chopra,+918889194411,Chennai,Bike,4.6,576,2023-10-29
393,Harish Rao,+918650240997,Delhi,Bike,4.7,2438,2024-04-06
394,Ishaan Banerjee,+917051826149,Delhi,Scooter,4.5,2166,2024-07-20
395,Deepak Das,+917731905898,Ahmedabad,Scooter,4.2,2102,2024-04-17
396,Swati Shah,+918623406315,Jaipur,Bike,3.3,2201,2024-10-06
397,Diya Chopra,+918631539419,Mumbai,Bicycle,3.7,1316,2023-12-29
398,Aanya Kumar,+918195356165,Chennai,Scooter,3.2,856,2024-05-31
399,Ankita Bhat,+919445588678,Lucknow,Bicycle,4.7,2196,2024-01-20
400,Megha Reddy,+918561479714,Chennai,Bike,3.2,1399,2024-11-01
401,Arjun Joshi,+919376338727,Ahmedabad,Scooter,4.1,375,2023-07-28
402,Karan Banerjee,+919246047970,Delhi,Bike,4.5,2875,2025-03-28
403,Aadhya Nair,+919961970301,Pune,Bike,5.0,1138,2024-12-17
404,Kiara Gupta,+917816104624,Pune,Bicycle,4.8,592,2024-11-17
405,Priya Verma,+917892202360,Delhi,Scooter,4.2,1951,2023-09-09
406,Rajesh Chauhan,+917219398971,Delhi,Scooter,3.4,526,2024-08-26
407,Sai Chopra,+917847810424,Mumbai,Scooter,4.2,1278,2025-01-03
408,Aarav Banerjee,+918845786456,Jaipur,Bike,4.8,2682,2023-12-17
409,Nisha Dubey,+919727014541,Chennai,Bike,3.0,1717,2025-02-05
410,Kiara Chopra,+919710674962,Mumbai,Scooter,4.0,2693,2024-04-02
411,Ira Srivastava,+919285738755,Delhi,Bike,4.1,1314,2025-03-02
412,Karan Singh,+917782458358,Bangalore,Bike,4.9,1977,2024-10-20
413,Ananya Patel,+917281575801,Kolkata,Scooter,3.2,1865,2024-05-16
414,Gaurav Agarwal,+919313226842,Kolkata,Bike,3.2,999,2024-01-05
415,Priya Malhotra,+918311613527,Delhi,Scooter,3.2,1279,2025-02-14
416,Sara Banerjee,+919885733726,Mumbai,Bike,4.5,753,2023-11-09
417,Pallavi Agarwal,+917674879624,Delhi,Scooter,3.9,2488,2024-07-31
418,Tanya Mishra,+918156991983,Delhi,Bike,4.9,1293,2024-06-14
419,Ishaan Rao,+918433325777,Pune,Scooter,3.6,1311,2024-08-09
420,Suresh Iyer,+918791532400,Mumbai,Bicycle,3.1,1724,2024-05-28
421,Divya Dubey,+917600995997,Ahmedabad,Scooter,3.0,2934,2023-12-25
422,Sara Agarwal,+918099208100,Delhi,Bike,3.6,1616,2024-04-29
423,Kavita Kapoor,+917856640430,Kolkata,Scooter,3.9,1172,2023-09-18
424,Arjun Nair,+917688989839,Delhi,Bike,4.4,1974,2023-07-18
425,Tanya Agarwal,+918675307885,Pune,Bicycle,4.0,1197,2025-02-11
426,Nisha Iyer,+917254763835,Mumbai,Scooter,3.6,1563,2024-08-22
427,Riya Singh,+919026541115,Mumbai,Scooter,3.6,1744,2023-11-03
428,Ishaan Banerjee,+918283575154,Hyderabad,Scooter,3.9,1392,2025-01-07
429,Rajesh Pandey,+919837645328,Delhi,Scooter,3.6,139,2023-10-22
430,Tanya Pandey,+917292074547,Jaipur,Scooter,4.5,1529,2024-08-30
431,Megha Chauhan,+917922614032,Delhi,Bike,3.9,1414,2023-12-21
432,Shruti Tiwari,+918112507433,Delhi,Scooter,3.0,538,2025-03-19
433,Vikram Menon,+918702129805,Kolkata,Scooter,4.7,296,2024-11-06
434,Pooja Sharma,+919429725694,Bangalore,Bike,4.0,1389,2024-12-03
435,Ankita Rao,+919468813654,Delhi,Bike,3.2,427,2024-12-23
436,Tanya Singh,+919283902273,Mumbai,Scooter,4.7,2400,2024-09-22
437,Pallavi Mukherjee,+917819855376,Pune,Scooter,3.9,1184,2024-09-19
438,Karan Chauhan,+917653716836,Chennai,Bike,4.3,1441,2024-09-07
439,Swati Pandey,+919974634928,Pune,Bicycle,4.8,1694,2025-01-09
440,Riya Sharma,+919678727040,Kolkata,Bike,3.5,1799,2023-11-02
441,Ira Srivastava,+917957305197,Hyderabad,Scooter,4.1,2727,2025-04-12
442,Myra Pandey,+919467194185,Lucknow,Bicycle,4.4,2412,2023-11-04
443,Myra Pandey,+917636874095,Delhi,Bike,3.1,2515,2023-07-11
444,Tanya Kumar,+919319609840,Bangalore,Bike,4.7,992,2025-04-04
445,Sara Reddy,+918301072326,Mumbai,Bicycle,3.5,939,2024-05-29
446,Vivaan Kumar,+918888243482,Mumbai,Bicycle,3.1,904,2024-06-24
447,Vihaan Bhat,+918883544401,Bangalore,Bike,3.8,560,2023-09-04
448,Diya Malhotra,+919483794765,Pune,Bike,4.5,542,2024-10-13
449,Megha Das,+918539274843,Pune,Bike,3.4,421,2024-11-01
450,Pooja Chopra,+918096438721,Hyderabad,Bicycle,3.0,1606,2024-08-04
451,Sneha Srivastava,+917429780318,Bangalore,Bicycle,4.7,1828,2025-03-29
452,Priya Nair,+917362716319,Chennai,Scooter,4.8,114,2024-03-08
453,Varun Mukherjee,+918388438102,Mumbai,Scooter,3.4,87,2023-10-10
454,Swati Kumar,+917602241872,Pune,Scooter,3.1,909,2025-06-27
455,Nikhil Rao,+918596456673,Chennai,Scooter,3.8,765,2024-11-13
456,Ishaan Mishra,+919871906390,Delhi,Bicycle,3.2,715,2023-07-01
457,Ankita Reddy,+918314538386,Bangalore,Bike,4.7,2597,2024-04-24
458,Vivaan Dubey,+917110939146,Delhi,Bicycle,3.1,641,2024-07-22
459,Aditya Kapoor,+918619360607,Kolkata,Scooter,3.3,460,2023-06-16
460,Neha Chauhan,+917956487847,Mumbai,Bicycle,3.2,1998,2024-09-18
461,Vikram Srivastava,+919305225771,Bangalore,Bicycle,4.6,52,2024-04-14
462,Deepak Chopra,+918103212258,Mumbai,Scooter,3.7,2563,2025-04-15
463,Ritika Singh,+919052091744,Hyderabad,Scooter,4.1,565,2024-01-11
464,Manish Kumar,+917612443156,Delhi,Bike,3.2,1704,2024-03-16
465,Pallavi Singh,+918072791762,Delhi,Bike,4.3,1396,2025-05-28
466,Simran Agarwal,+919537400779,Hyderabad,Scooter,4.8,589,2024-05-01
467,Meera Shah,+919839840224,Mumbai,Scooter,4.7,1627,2025-03-09
468,Vihaan Dubey,+917849957473,Ahmedabad,Bike,4.3,1024,2023-11-13
469,Sneha Mehta,+917050304852,Hyderabad,Bike,3.7,2625,2025-01-12
470,Sneha Bhat,+917922714413,Bangalore,Bike,3.9,1194,2025-04-02
471,Tanya Malhotra,+918448908682,Delhi,Bicycle,3.5,2046,2024-12-14
472,Simran Agarwal,+917414479000,Chennai,Bike,4.0,308,2024-06-09
473,Meera Mukherjee,+917109152233,Ahmedabad,Bike,3.5,1923,2023-09-22
474,Ayaan Kapoor,+918270079541,Mumbai,Bike,3.9,2316,2023-08-24
475,Manish Patel,+918707499013,Kolkata,Bicycle,4.0,630,2025-04-27
476,Aanya Pandey,+917071808601,Delhi,Scooter,4.1,671,2024-12-28
477,Swati Malhotra,+917201842915,Kolkata,Bike,3.5,2224,2023-11-18
478,Pooja Patel,+917430089730,Pune,Scooter,4.7,976,2025-06-03
479,Ishaan Kapoor,+919618493607,Bangalore,Bike,3.1,1691,2024-03-30
480,Rohit Chauhan,+919240892999,Ahmedabad,Bicycle,3.9,607,2025-06-08
481,Priya Sharma,+917321566281,Delhi,Scooter,3.6,2561,2025-01-29
482,Arjun Verma,+918762549480,Mumbai,Bike,3.3,1043,2024-07-05
483,Ananya Mukherjee,+918799631146,Bangalore,Bike,4.7,338,2024-01-18
484,Kiara Kumar,+918724173979,Mumbai,Scooter,4.9,671,2023-12-28
485,Karan Kumar,+919887240519,Delhi,Bike,4.3,2182,2024-04-14
486,Swati Singh,+919699583369,Chennai,Bike,3.9,561,2024-12-06
487,Megha Das,+918951493270,Mumbai,Bicycle,4.5,2999,2024-05-15
488,Kiara Verma,+918638537373,Jaipur,Bike,4.3,1794,2025-01-20
489,Ananya Chauhan,+919969698946,Jaipur,Bike,3.6,2191,2023-09-14
490,Sai Mishra,+919591222771,Ahmedabad,Bicycle,3.5,2773,2024-10-19
491,Pankaj Menon,+918811076569,Mumbai,Bike,4.5,1179,2024-02-13
492,Gaurav Malhotra,+918412312682,Bangalore,Scooter,5.0,390,2023-06-14
493,Reyansh Tiwari,+919085416061,Delhi,Bike,4.2,2776,2024-02-28
494,Reyansh Pandey,+919095351182,Hyderabad,Scooter,3.8,2175,2025-04-14
495,Rohit Verma,+919584119955,Mumbai,Scooter,4.3,453,2025-01-10
496,Reyansh Singh,+918024840686,Bangalore,Scooter,4.8,1777,2024-07-08
497,Ritika Mishra,+917171218544,Bangalore,Scooter,4.7,2398,2024-11-17
498,Aditya Iyer,+919697747761,Pune,Bike,4.8,934,2025-01-01
499,Diya Sharma,+919708068249,Lucknow,Bike,4.8,166,2025-06-16
500,Simran Srivastava,+918088835309,Bangalore,Scooter,3.7,1068,2024-03-10
